0;0;0;0;sea;false;ocean;0
3487;31;4;133;land;false;plains;1
3488;240;225;214;land;false;plains;1
3489;25;5;84;land;false;plains;1
3490;135;39;28;land;false;plains;1
3491;178;12;12;land;false;plains;1
3492;102;38;205;land;false;plains;1
3493;241;220;229;land;false;plains;1
3494;40;14;200;land;false;plains;1
3495;129;48;19;land;false;plains;1
3496;109;86;208;land;false;plains;1
3497;222;21;113;land;false;plains;1
3498;50;198;253;land;false;plains;1
3499;138;75;51;land;true;plains;1
3500;48;5;218;land;false;plains;1
3501;166;180;89;land;false;plains;1
3502;196;206;134;land;false;plains;1
3503;190;215;193;land;false;plains;1
3504;217;173;57;land;false;plains;1
3505;70;223;86;land;false;plains;1
3506;91;98;234;land;false;plains;1
3507;140;5;178;land;false;plains;1
3508;204;179;4;land;false;plains;1
3509;116;209;132;land;true;plains;1
3510;72;15;19;land;false;plains;1
3511;161;173;51;land;false;plains;1
3512;56;193;39;land;true;plains;1
3513;179;5;228;land;false;plains;1
3514;5;213;109;land;false;plains;1
3515;22;86;234;land;false;plains;1
3516;78;67;63;land;false;plains;1
3517;186;37;95;land;false;plains;1
3518;227;106;42;land;false;plains;1
3519;217;254;170;land;false;plains;1
3520;228;83;176;land;false;plains;1
3521;75;239;144;land;false;plains;1
3522;227;159;182;land;true;plains;1
3523;114;40;139;land;false;plains;1
3524;230;240;130;land;false;plains;1
3525;9;21;92;land;false;plains;1
3526;188;12;240;land;false;plains;1
3527;39;87;248;land;false;plains;1
3528;150;210;119;land;false;plains;1
3529;75;242;193;land;true;plains;1
3530;54;29;253;land;false;plains;1
3531;208;131;82;land;false;plains;1
3532;188;9;2;land;false;plains;1
3533;32;127;222;land;false;plains;1
3534;16;6;203;land;false;plains;1
3535;188;31;7;land;false;plains;1
3536;142;177;175;land;false;plains;1
3537;27;83;37;land;false;plains;1
3538;147;183;60;land;false;plains;1
3539;13;15;63;land;false;plains;1
3540;202;208;93;land;true;plains;1
3541;42;170;94;land;false;plains;1
3542;107;127;119;land;true;plains;1
3543;49;42;184;land;false;plains;1
3544;205;143;194;land;false;plains;1
3545;39;57;222;land;false;plains;1
3546;8;241;239;land;false;plains;1
3547;4;208;221;land;false;plains;1
3548;14;163;28;land;false;plains;1
3549;114;200;128;land;false;plains;1
3550;80;10;170;land;false;plains;1
3551;69;65;153;land;false;plains;1
3552;76;0;75;land;true;plains;1
3553;80;206;186;land;false;plains;1
3554;152;131;185;land;false;plains;1
3555;25;177;0;land;false;plains;1
3556;114;7;14;land;false;plains;1
3557;80;92;205;land;false;plains;1
3558;188;181;217;land;false;plains;1
3559;181;251;222;land;false;plains;1
3560;194;8;72;land;false;plains;1
3561;10;19;138;land;false;plains;1
3562;198;178;22;land;false;plains;1
3563;133;178;97;land;false;plains;1
3564;102;40;236;land;false;plains;1
3565;179;75;52;land;false;plains;1
3566;238;98;35;land;false;plains;1
3567;250;169;167;land;true;plains;1
3568;130;253;125;land;false;plains;1
3569;65;62;11;land;false;plains;1
3570;218;253;202;land;false;plains;1
3571;191;100;134;land;true;plains;1
3572;43;162;112;land;false;plains;1
3573;31;91;235;land;false;plains;1
3574;142;194;83;land;true;plains;1
3575;156;67;7;land;false;plains;1
3576;40;200;70;land;false;plains;1
3577;92;181;145;land;false;plains;1
3578;98;117;139;land;false;plains;1
3579;130;171;206;land;false;plains;1
3580;142;75;67;land;false;plains;1
3581;187;220;251;land;true;plains;1
3582;243;70;220;land;true;plains;1
3583;13;4;211;land;false;plains;1
3584;67;240;170;land;false;plains;1
3585;181;89;75;land;false;plains;1
3586;248;19;139;land;false;plains;1
3587;17;236;52;land;false;plains;1
3588;182;50;252;land;false;plains;1
3589;108;196;251;land;false;plains;1
3590;198;87;185;land;false;plains;1
3591;157;253;41;land;false;plains;1
3592;108;230;191;land;false;plains;1
3593;254;105;225;land;false;plains;1
3594;30;32;145;land;false;plains;1
3595;1;226;171;land;false;plains;1
3596;90;7;188;land;false;plains;1
3597;124;88;91;land;true;plains;1
3598;215;192;139;land;false;plains;1
3599;10;59;215;land;true;plains;1
3600;164;5;120;land;false;plains;1
3601;71;48;135;land;false;plains;1
3602;25;156;99;land;false;plains;1
3603;56;50;64;land;false;plains;1
3604;147;20;25;land;false;plains;1
3605;95;5;2;land;false;plains;1
3606;87;129;241;land;false;plains;1
3607;226;182;74;land;false;plains;1
3608;240;202;185;land;false;plains;1
3609;113;250;99;land;false;plains;1
3610;124;86;158;land;false;plains;1
3611;117;235;8;land;false;plains;1
3612;40;65;207;land;false;plains;1
3613;236;152;89;land;false;plains;1
3614;166;73;9;land;false;plains;1
3615;181;126;172;land;false;plains;1
3616;225;115;130;land;false;plains;1
3617;36;201;107;land;true;plains;1
3618;92;247;42;land;false;plains;1
3619;105;167;109;land;false;plains;1
3620;70;120;23;land;false;plains;1
3621;27;136;220;land;false;plains;1
3622;82;124;194;land;false;plains;1
3623;44;32;126;land;false;plains;1
3624;32;202;182;land;false;plains;1
3625;29;103;21;land;true;plains;1
3626;4;161;225;land;false;plains;1
3627;95;70;202;land;false;plains;1
3628;32;89;235;land;false;plains;1
3629;7;41;226;land;false;plains;1
3630;123;32;132;land;false;plains;1
3631;23;184;151;land;false;plains;1
3632;70;1;57;land;false;plains;1
3633;79;107;155;land;false;plains;1
3634;47;40;32;land;false;plains;1
3635;197;240;209;land;false;plains;1
3636;159;98;40;land;false;plains;1
3637;8;237;95;land;false;plains;1
3638;252;109;209;land;false;plains;1
3639;46;199;36;land;true;plains;1
3640;89;73;189;land;false;plains;1
3641;59;210;51;land;false;plains;1
3642;90;237;181;land;false;plains;1
3643;96;26;242;land;false;plains;1
3644;173;187;84;land;false;plains;1
3645;15;69;53;land;true;plains;1
3646;227;193;94;land;false;plains;1
3647;250;86;18;land;false;plains;1
3648;49;192;183;land;false;plains;1
3649;231;116;164;land;false;plains;1
3650;138;139;69;land;false;plains;1
3651;151;138;3;land;false;plains;1
3652;242;23;180;land;true;plains;1
3653;58;16;136;land;false;plains;1
3654;100;105;69;land;false;plains;1
3655;117;3;64;land;true;plains;1
3656;133;203;68;land;false;plains;1
3657;226;140;225;land;false;plains;1
3658;2;193;153;land;false;plains;1
3659;139;11;209;land;false;plains;1
3660;110;18;10;land;false;plains;1
3661;135;185;104;land;false;plains;1
3662;185;157;29;land;false;plains;1
3663;200;165;84;land;false;plains;1
3664;197;158;142;land;false;plains;1
3665;183;85;75;land;false;plains;1
3666;37;21;142;land;false;plains;1
3667;65;168;99;land;false;plains;1
3668;56;99;104;land;false;plains;1
3669;168;41;153;land;false;plains;1
3670;235;32;180;land;true;plains;1
3671;162;31;245;land;false;plains;1
3672;12;77;218;land;false;plains;1
3673;182;211;78;land;true;plains;1
3674;104;21;133;land;true;plains;1
3675;223;178;164;land;false;plains;1
3676;14;123;91;land;false;plains;1
3677;171;59;88;land;false;plains;1
3678;137;236;183;land;false;plains;1
3679;146;115;224;land;false;plains;1
3680;213;79;63;land;false;plains;1
3681;114;221;168;land;false;plains;1
3682;80;165;175;land;false;plains;1
3683;114;58;52;land;false;plains;1
3684;161;203;220;land;false;plains;1
3685;65;214;206;land;false;plains;1
3686;39;215;43;land;false;plains;1
3687;37;125;105;land;false;plains;1
3688;219;247;188;land;false;plains;1
3689;230;130;253;land;true;plains;1
3690;143;55;2;land;true;plains;1
3691;63;216;77;land;false;plains;1
3692;153;208;158;land;true;plains;1
3693;168;153;171;land;false;plains;1
3694;46;53;41;land;false;plains;1
3695;242;112;55;land;false;plains;1
3696;33;112;244;land;false;plains;1
3697;3;167;177;land;false;plains;1
3698;144;75;141;land;false;plains;1
3699;138;215;114;land;true;plains;1
3700;111;128;200;land;false;plains;1
3701;202;239;203;land;false;plains;1
3702;36;209;7;land;false;plains;1
3703;77;118;194;land;false;plains;1
3704;222;114;221;land;false;plains;1
3705;47;107;142;land;false;plains;1
3706;26;122;107;land;false;plains;1
3707;107;37;139;land;false;plains;1
3708;174;203;204;land;false;plains;1
3709;239;218;39;land;false;plains;1
3710;248;173;5;land;false;plains;1
3711;147;101;202;land;false;plains;1
3712;163;141;102;land;false;plains;1
3713;176;207;119;land;false;plains;1
3714;156;10;134;land;false;plains;1
3715;137;215;246;land;false;plains;1
3716;44;119;15;land;false;plains;1
3717;132;40;75;land;false;plains;1
3718;36;37;247;land;false;plains;1
3719;179;213;113;land;false;plains;1
3720;153;104;155;land;false;plains;1
3721;9;204;130;land;false;plains;1
3722;235;251;7;land;false;plains;1
3723;65;2;208;land;true;plains;1
3724;225;96;195;land;false;plains;1
3725;36;55;195;land;false;plains;1
3726;52;226;165;land;false;plains;1
3727;166;123;228;land;false;plains;1
3728;202;141;253;land;true;plains;1
3729;74;12;56;land;false;plains;1
3730;83;255;246;land;false;plains;1
3731;113;97;125;land;true;plains;1
3732;148;176;174;land;false;plains;1
3733;203;197;59;land;false;plains;1
3734;202;136;29;land;false;plains;1
3735;240;173;133;land;false;plains;1
3736;194;110;145;land;false;plains;1
3737;160;249;97;land;true;plains;1
3738;109;91;14;land;false;plains;1
3739;40;129;98;land;false;plains;1
3740;255;206;147;land;false;plains;1
3741;24;198;238;land;false;plains;1
3742;38;150;114;land;false;plains;1
3743;185;163;114;land;true;plains;1
3744;63;211;29;land;false;plains;1
3745;47;167;1;land;false;plains;1
3746;118;21;64;land;true;plains;1
3747;178;216;227;land;false;plains;1
3748;103;109;1;land;false;plains;1
3749;35;80;150;land;false;plains;1
3750;130;145;89;land;false;plains;1
3751;123;183;161;land;false;plains;1
3752;50;232;11;land;false;plains;1
3753;221;37;42;land;false;plains;1
3754;176;114;236;land;false;plains;1
3755;62;76;165;land;false;plains;1
3756;204;44;231;land;false;plains;1
3757;110;42;60;land;false;plains;1
3758;103;199;13;land;false;plains;1
3759;228;158;82;land;false;plains;1
3760;72;238;202;land;false;plains;1
3761;233;138;110;land;false;plains;1
3762;233;36;216;land;false;plains;1
3763;49;74;154;land;false;plains;1
3764;31;75;66;land;false;plains;1
3765;99;85;235;land;false;plains;1
3766;121;183;231;land;false;plains;1
3767;207;117;114;land;false;plains;1
3768;48;144;108;land;false;plains;1
3769;28;97;166;land;false;plains;1
3770;33;251;52;land;false;plains;1
3771;48;152;206;land;false;plains;1
3772;10;72;123;land;false;plains;1
3773;133;218;45;land;false;plains;1
3774;30;165;33;land;false;plains;1
3775;46;48;47;land;true;plains;1
3776;32;113;63;land;false;plains;1
3777;49;143;230;land;false;plains;1
3778;249;70;142;land;false;plains;1
3779;59;14;52;land;false;plains;1
3780;6;87;108;land;false;plains;1
3781;84;204;193;land;false;plains;1
3782;34;156;8;land;false;plains;1
3783;22;138;1;land;false;plains;1
3784;96;180;89;land;true;plains;1
3785;166;204;58;land;false;plains;1
3786;242;215;119;land;false;plains;1
3787;126;200;221;land;false;plains;1
3788;245;20;177;land;true;plains;1
3789;47;248;44;land;false;plains;1
3790;71;95;48;land;false;plains;1
3791;228;156;227;land;false;plains;1
3792;170;214;193;land;false;plains;1
3793;233;229;24;land;false;plains;1
3794;23;105;209;land;false;plains;1
3795;244;98;50;land;false;plains;1
3796;30;231;25;land;false;plains;1
3797;1;173;11;land;false;plains;1
3798;78;154;115;land;false;plains;1
3799;189;31;26;land;false;plains;1
3800;217;144;119;land;false;plains;1
3801;92;76;48;land;false;plains;1
3802;157;52;173;land;false;plains;1
3803;164;26;193;land;false;plains;1
3804;16;140;253;land;false;plains;1
3805;139;204;148;land;false;plains;1
3806;109;244;251;land;false;plains;1
3807;4;49;85;land;false;plains;1
3808;204;179;222;land;false;plains;1
3809;27;95;66;land;false;plains;1
3810;201;136;18;land;false;plains;1
3811;12;246;52;land;false;plains;1
3812;174;50;203;land;false;plains;1
3813;105;66;88;land;false;plains;1
3814;156;67;21;land;false;plains;1
3815;3;238;36;land;false;plains;1
3816;199;191;188;land;false;plains;1
3817;153;39;156;land;false;plains;1
3818;102;243;111;land;false;plains;1
3819;200;250;27;land;false;plains;1
3820;13;55;1;land;false;plains;1
3821;119;126;202;land;false;plains;1
3822;162;36;253;land;false;plains;1
3823;60;40;88;land;false;plains;1
3824;198;173;249;land;false;plains;1
3825;177;155;220;land;false;plains;1
3826;248;92;77;land;false;plains;1
3827;92;58;53;land;false;plains;1
3828;112;78;188;land;false;plains;1
3829;108;212;156;land;false;plains;1
3830;105;155;251;land;false;plains;1
3831;250;2;116;land;false;plains;1
3832;21;191;227;land;true;plains;1
3833;72;24;244;land;false;plains;1
3834;39;188;94;land;false;plains;1
3835;134;130;173;land;false;plains;1
3836;2;202;232;land;false;plains;1
3837;166;207;141;land;false;plains;1
3838;104;199;1;land;false;plains;1
3839;204;105;42;land;false;plains;1
3840;197;53;65;land;false;plains;1
3841;17;254;171;land;false;plains;1
3842;215;50;133;land;false;plains;1
3843;204;16;137;land;false;plains;1
3844;128;158;3;land;false;plains;1
3845;182;108;27;land;false;plains;1
3846;55;121;27;land;false;plains;1
3847;247;149;184;land;false;plains;1
3848;3;127;168;land;false;plains;1
3849;251;208;152;land;false;plains;1
3850;242;55;132;land;false;plains;1
3851;61;70;127;land;false;plains;1
3852;155;75;117;land;false;plains;1
3853;150;155;237;land;false;plains;1
3854;198;196;78;land;true;plains;1
3855;181;152;66;land;false;plains;1
3856;154;150;5;land;false;plains;1
3857;217;193;242;land;false;plains;1
3858;151;51;188;land;true;plains;1
3859;41;31;83;land;false;plains;1
3860;81;254;69;land;false;plains;1
3861;136;199;152;land;false;plains;1
3862;19;100;43;land;false;plains;1
3863;163;162;185;land;false;plains;1
3864;235;0;253;land;false;plains;1
3865;160;235;105;land;true;plains;1
3866;55;213;211;land;false;plains;1
3867;59;245;5;land;false;plains;1
3868;9;244;93;land;false;plains;1
3869;34;229;221;land;false;plains;1
3870;185;91;75;land;false;plains;1
3871;117;32;209;land;false;plains;1
3872;76;219;66;land;false;plains;1
3873;234;217;103;land;true;plains;1
3874;67;7;181;land;false;plains;1
3875;28;133;144;land;false;plains;1
3876;107;135;167;land;false;plains;1
3877;227;241;225;land;false;plains;1
3878;184;144;2;land;false;plains;1
3879;46;42;48;land;false;plains;1
3880;122;156;170;land;false;plains;1
3881;77;0;90;land;false;plains;1
3882;194;80;218;land;false;plains;1
3883;96;131;4;land;false;plains;1
3884;121;94;85;land;false;plains;1
3885;104;33;184;land;false;plains;1
3886;96;20;33;land;true;plains;1
3887;222;15;98;land;false;plains;1
3888;37;33;217;land;false;plains;1
3889;71;19;34;land;false;plains;1
3890;116;67;14;land;true;plains;1
3891;192;76;143;land;false;plains;1
3892;57;146;148;land;false;plains;1
3893;146;240;78;land;false;plains;1
3894;201;198;54;land;true;plains;1
3895;97;252;20;land;false;plains;1
3896;24;208;41;land;false;plains;1
3897;101;123;170;land;false;plains;1
3898;154;241;246;land;false;plains;1
3899;140;41;49;land;false;plains;1
3900;146;59;83;land;false;plains;1
3901;18;156;224;land;false;plains;1
3902;136;11;158;land;false;plains;1
3903;210;145;14;land;false;plains;1
3904;89;183;217;land;false;plains;1
3905;97;50;149;land;false;plains;1
3906;109;86;60;land;false;plains;1
3907;214;128;222;land;false;plains;1
3908;144;191;22;land;false;plains;1
3909;18;59;46;land;true;plains;1
3910;133;235;136;land;true;plains;1
3911;247;31;34;land;false;plains;1
3912;150;194;3;land;false;plains;1
3913;57;34;7;land;false;plains;1
3914;106;62;115;land;false;plains;1
3915;182;10;16;land;false;plains;1
3916;179;87;168;land;true;plains;1
3917;130;16;233;land;true;plains;1
3918;133;229;105;land;false;plains;1
3919;10;92;37;land;false;plains;1
3920;140;100;113;land;true;plains;1
3921;164;69;217;land;false;plains;1
3922;243;226;161;land;false;plains;1
3923;223;140;185;land;false;plains;1
3924;165;106;64;land;true;plains;1
3925;34;246;39;land;false;plains;1
3926;120;3;117;land;false;plains;1
3927;79;173;215;land;false;plains;1
3928;150;218;120;land;false;plains;1
3929;80;6;142;land;false;plains;1
3930;218;228;97;land;false;plains;1
3931;5;131;255;land;false;plains;1
3932;167;230;46;land;false;plains;1
3933;74;44;179;land;false;plains;1
3934;96;182;104;land;false;plains;1
3935;220;253;196;land;true;plains;1
3936;157;105;95;land;false;plains;1
3937;32;207;238;land;false;plains;1
3938;105;108;27;land;false;plains;1
3939;243;80;225;land;false;plains;1
3940;80;248;59;land;false;plains;1
3941;69;73;140;land;false;plains;1
3942;127;227;79;land;false;plains;1
3943;12;12;29;land;false;plains;1
3944;63;146;150;land;false;plains;1
3945;121;131;77;land;false;plains;1
3946;40;38;50;land;true;plains;1
3947;149;147;115;land;false;plains;1
3948;201;98;172;land;false;plains;1
3949;240;17;176;land;false;plains;1
3950;80;24;27;land;false;plains;1
3951;187;42;51;land;false;plains;1
3952;87;0;234;land;false;plains;1
3953;240;23;210;land;false;plains;1
3954;185;121;237;land;false;plains;1
3955;148;111;87;land;false;plains;1
3956;140;156;17;land;false;plains;1
3957;232;137;0;land;false;plains;1
3958;211;103;143;land;false;plains;1
3959;108;22;181;land;true;plains;1
3960;50;165;83;land;false;plains;1
3961;63;112;187;land;true;plains;1
3962;108;234;124;land;false;plains;1
3963;113;231;178;land;true;plains;1
3964;110;247;67;land;false;plains;1
3965;28;99;63;land;false;plains;1
3966;10;94;96;land;false;plains;1
3967;152;218;74;land;false;plains;1
3968;135;183;148;land;false;plains;1
3969;156;168;128;land;true;plains;1
3970;90;187;48;land;false;plains;1
3971;66;152;123;land;false;plains;1
3972;160;7;136;land;false;plains;1
3973;247;82;83;land;false;plains;1
3974;158;20;98;land;false;plains;1
3975;192;46;161;land;false;plains;1
3976;134;145;224;land;true;plains;1
3977;10;246;97;land;false;plains;1
3978;84;186;199;land;false;plains;1
3979;92;38;68;land;false;plains;1
3980;208;190;235;land;false;plains;1
3981;164;135;181;land;false;plains;1
3982;54;122;6;land;false;plains;1
3983;246;30;227;land;false;plains;1
3984;14;127;197;land;true;plains;1
3985;225;28;235;land;false;plains;1
3986;66;246;251;land;false;plains;1
3987;131;233;235;land;false;plains;1
3988;138;109;50;land;false;plains;1
3989;198;42;200;land;false;plains;1
3990;236;255;126;land;false;plains;1
3991;206;87;109;land;false;plains;1
3992;118;207;10;land;false;plains;1
3993;190;34;71;land;false;plains;1
3994;152;220;86;land;false;plains;1
3995;188;130;47;land;false;plains;1
3996;52;156;230;land;false;plains;1
3997;224;64;74;land;false;plains;1
3998;237;113;188;land;false;plains;1
3999;142;110;90;land;false;plains;1
4000;177;174;241;land;false;plains;1
4001;76;220;205;land;false;plains;1
4002;235;134;59;land;false;plains;1
4003;226;207;25;land;false;plains;1
4004;134;118;64;land;false;plains;1
4005;42;58;48;land;false;plains;1
4006;214;220;13;land;false;plains;1
4007;32;47;241;land;false;plains;1
4008;140;71;11;land;false;plains;1
4009;103;243;106;land;false;plains;1
4010;202;38;201;land;false;plains;1
4011;235;227;59;land;false;plains;1
4012;184;132;174;land;false;plains;1
4013;105;141;24;land;false;plains;1
4014;168;212;224;land;true;plains;1
4015;217;133;184;land;false;plains;1
4016;94;245;150;land;false;plains;1
4017;22;79;186;land;false;plains;1
4018;238;150;162;land;false;plains;1
4019;128;72;138;land;false;plains;1
4020;58;154;227;land;false;plains;1
4021;147;124;246;land;true;plains;1
4022;191;118;95;land;false;plains;1
4023;187;15;74;land;false;plains;1
4024;250;181;147;land;false;plains;1
4025;191;162;81;land;false;plains;1
4026;48;45;208;land;false;plains;1
4027;133;199;165;land;false;plains;1
4028;184;31;194;land;false;plains;1
4029;191;206;194;land;false;plains;1
4030;205;144;222;land;false;plains;1
4031;68;233;80;land;false;plains;1
4032;167;252;201;land;false;plains;1
4033;78;168;86;land;false;plains;1
4034;196;212;183;land;false;plains;1
4035;204;164;129;land;false;plains;1
4036;33;62;2;land;false;plains;1
4037;188;229;37;land;false;plains;1
4038;244;148;93;land;false;plains;1
4039;62;164;0;land;true;plains;1
4040;45;248;38;land;false;plains;1
4041;215;48;119;land;false;plains;1
4042;127;107;206;land;true;plains;1
4043;80;29;174;land;false;plains;1
4044;81;114;199;land;false;plains;1
4045;75;231;207;land;true;plains;1
4046;240;170;55;land;false;plains;1
4047;132;61;235;land;true;plains;1
4048;196;235;45;land;false;plains;1
4049;176;230;10;land;false;plains;1
4050;94;204;244;land;false;plains;1
4051;214;77;196;land;false;plains;1
4052;1;228;52;land;false;plains;1
4053;251;129;119;land;false;plains;1
4054;72;7;20;land;false;plains;1
4055;98;96;138;land;true;plains;1
4056;35;193;192;land;true;plains;1
4057;17;117;184;land;false;plains;1
4058;128;177;150;land;false;plains;1
4059;126;153;90;land;false;plains;1
4060;18;234;52;land;false;plains;1
4061;148;38;134;land;false;plains;1
4062;170;144;241;land;false;plains;1
4063;10;3;69;land;true;plains;1
4064;74;156;38;land;false;plains;1
4065;201;107;62;land;false;plains;1
4066;168;74;219;land;false;plains;1
4067;29;73;115;land;false;plains;1
4068;72;217;3;land;false;plains;1
4069;144;105;76;land;false;plains;1
4070;82;96;142;land;false;plains;1
4071;14;19;45;land;false;plains;1
4072;224;44;120;land;false;plains;1
4073;119;175;226;land;false;plains;1
4074;114;37;0;land;false;plains;1
4075;18;254;6;land;false;plains;1
4076;119;17;163;land;false;plains;1
4077;92;24;11;land;false;plains;1
4078;87;20;74;land;false;plains;1
4079;222;25;77;land;false;plains;1
4080;248;139;187;land;false;plains;1
4081;221;31;242;land;false;plains;1
4082;140;40;231;land;false;plains;1
4083;215;82;211;land;false;plains;1
4084;32;207;231;land;false;plains;1
4085;36;60;129;land;true;plains;1
4086;103;183;202;land;false;plains;1
4087;210;239;183;land;false;plains;1
4088;241;195;166;land;false;plains;1
4089;178;152;215;land;false;plains;1
4090;57;41;34;land;false;plains;1
4091;14;36;166;land;false;plains;1
4092;74;135;193;land;false;plains;1
4093;137;14;235;land;false;plains;1
4094;224;229;39;land;false;plains;1
4095;19;86;234;land;false;plains;1
4096;173;133;53;land;false;plains;1
4097;38;193;6;land;false;plains;1
4098;214;202;237;land;false;plains;1
4099;71;30;38;land;false;plains;1
4100;19;156;87;land;false;plains;1
4101;46;101;234;land;false;plains;1
4102;183;235;86;land;true;plains;1
4103;144;68;208;land;false;plains;1
4104;220;222;77;land;false;plains;1
4105;139;214;61;land;false;plains;1
4106;137;80;42;land;false;plains;1
4107;85;129;166;land;false;plains;1
4108;30;215;16;land;false;plains;1
4109;189;180;64;land;false;plains;1
4110;208;104;189;land;false;plains;1
4111;124;18;14;land;false;plains;1
4112;44;28;248;land;false;plains;1
4113;93;49;85;land;true;plains;1
4114;73;126;138;land;false;plains;1
4115;44;130;195;land;false;plains;1
4116;169;152;61;land;false;plains;1
4117;68;128;232;land;false;plains;1
4118;20;78;19;land;false;plains;1
4119;187;133;220;land;false;plains;1
4120;221;97;114;land;false;plains;1
4121;80;99;252;land;false;plains;1
4122;91;72;192;land;false;plains;1
4123;80;166;96;land;false;plains;1
4124;183;204;91;land;false;plains;1
4125;209;86;175;land;false;plains;1
4126;8;226;144;land;false;plains;1
4127;17;134;97;land;false;plains;1
4128;157;129;11;land;false;plains;1
4129;25;31;66;land;false;plains;1
4130;33;171;191;land;false;plains;1
4131;190;200;65;land;false;plains;1
4132;245;253;231;land;false;plains;1
4133;35;222;73;land;false;plains;1
4134;29;222;183;land;false;plains;1
4135;231;172;54;land;false;plains;1
4136;60;110;56;land;false;plains;1
4137;65;89;116;land;false;plains;1
4138;194;54;44;land;false;plains;1
4139;3;218;181;land;false;plains;1
4140;252;173;25;land;false;plains;1
4141;205;247;119;land;true;plains;1
4142;201;83;211;land;false;plains;1
4143;111;204;169;land;false;plains;1
4144;54;27;87;land;true;plains;1
4145;163;114;172;land;false;plains;1
4146;193;39;0;land;false;plains;1
4147;211;175;206;land;false;plains;1
4148;159;238;36;land;false;plains;1
4149;55;89;160;land;false;plains;1
4150;199;161;137;land;false;plains;1
4151;180;77;222;land;false;plains;1
4152;52;39;255;land;false;plains;1
4153;187;14;32;land;false;plains;1
4154;70;249;28;land;false;plains;1
4155;219;220;98;land;false;plains;1
4156;107;96;48;land;false;plains;1
4157;52;63;121;land;true;plains;1
4158;75;22;49;land;false;plains;1
4159;106;110;125;land;false;plains;1
4160;210;214;77;land;false;plains;1
4161;136;67;82;land;false;plains;1
4162;76;200;217;land;false;plains;1
4163;95;168;108;land;false;plains;1
4164;142;247;69;land;false;plains;1
4165;140;87;219;land;false;plains;1
4166;181;155;224;land;false;plains;1
4167;201;0;193;land;false;plains;1
4168;44;124;6;land;false;plains;1
4169;83;105;3;land;false;plains;1
4170;39;173;36;land;false;plains;1
4171;39;22;77;land;false;plains;1
4172;183;124;3;land;true;plains;1
4173;74;173;25;land;false;plains;1
4174;61;18;212;land;false;plains;1
4175;78;121;78;land;false;plains;1
4176;173;12;131;land;false;plains;1
4177;208;2;28;land;false;plains;1
4178;153;111;167;land;false;plains;1
4179;133;151;147;land;false;plains;1
4180;215;250;59;land;false;plains;1
4181;31;105;154;land;false;plains;1
4182;171;197;41;land;false;plains;1
4183;81;56;103;land;false;plains;1
4184;220;4;21;land;false;plains;1
4185;162;190;165;land;false;plains;1
4186;30;147;191;land;false;plains;1
4187;252;173;151;land;false;plains;1
4188;157;6;74;land;false;plains;1
4189;32;23;77;land;false;plains;1
4190;130;175;75;land;false;plains;1
4191;241;53;41;land;false;plains;1
4192;90;121;70;land;false;plains;1
4193;107;212;168;land;false;plains;1
4194;93;24;88;land;true;plains;1
4195;31;238;144;land;false;plains;1
4196;85;0;108;land;true;plains;1
4197;114;100;230;land;false;plains;1
4198;128;185;210;land;false;plains;1
4199;99;20;12;land;false;plains;1
4200;157;42;254;land;false;plains;1
4201;91;249;134;land;false;plains;1
4202;245;64;93;land;false;plains;1
4203;231;178;144;land;false;plains;1
4204;190;160;78;land;false;plains;1
4205;156;77;162;land;false;plains;1
4206;19;34;48;land;false;plains;1
4207;122;131;99;land;true;plains;1
4208;194;180;180;land;false;plains;1
4209;214;188;219;land;false;plains;1
4210;254;24;97;land;false;plains;1
4211;228;85;187;land;false;plains;1
4212;150;76;196;land;false;plains;1
4213;23;133;251;land;false;plains;1
4214;115;81;124;land;false;plains;1
4215;137;154;248;land;false;plains;1
4216;170;203;12;land;false;plains;1
4217;168;161;241;land;false;plains;1
4218;197;60;114;land;false;plains;1
4219;71;147;86;land;false;plains;1
4220;27;155;128;land;false;plains;1
4221;170;48;254;land;false;plains;1
4222;108;167;33;land;false;plains;1
4223;107;113;221;land;false;plains;1
4224;44;58;114;land;false;plains;1
4225;155;71;148;land;false;plains;1
4226;79;171;76;land;false;plains;1
4227;43;98;248;land;false;plains;1
4228;6;182;129;land;false;plains;1
4229;70;131;159;land;false;plains;1
4230;197;232;111;land;false;plains;1
4231;16;152;240;land;false;plains;1
4232;209;151;43;land;false;plains;1
4233;10;52;205;land;false;plains;1
4234;176;156;176;land;false;plains;1
4235;226;230;14;land;false;plains;1
4236;251;207;119;land;false;plains;1
4237;224;36;14;land;false;plains;1
4238;36;175;77;land;false;plains;1
4239;246;137;121;land;false;plains;1
4240;130;39;31;land;false;plains;1
4241;149;209;17;land;false;plains;1
4242;180;75;183;land;false;plains;1
4243;246;25;33;land;false;plains;1
4244;173;59;242;land;false;plains;1
4245;201;184;62;land;false;plains;1
4246;192;151;235;land;false;plains;1
4247;228;183;73;land;false;plains;1
4248;151;77;150;land;false;plains;1
4249;73;196;243;land;false;plains;1
4250;99;247;194;land;false;plains;1
4251;28;102;213;land;false;plains;1
4252;94;87;8;land;false;plains;1
4253;247;252;21;land;false;plains;1
4254;236;25;170;land;true;plains;1
4255;13;136;114;land;false;plains;1
4256;71;227;129;land;false;plains;1
4257;17;208;21;land;false;plains;1
4258;164;214;65;land;false;plains;1
4259;52;135;36;land;false;plains;1
4260;171;187;237;land;false;plains;1
4261;104;52;36;land;false;plains;1
4262;85;3;129;land;false;plains;1
